#   t       A            B            C            D
0.265000 2.7734511197 0.6207636427 0.0000000000 0.0000000000
0.266000 2.7740727513 0.6224990727 0.0000000000 0.0000000000
0.267000 2.7746961157 0.6242291863 0.0000000000 0.0000000000
0.268000 2.7753212075 0.6259539849 0.0000000000 0.0000000000
0.269000 2.7759480214 0.6276734704 0.0000000000 0.0000000000
0.270000 2.7765765522 0.6293876444 0.0000000000 0.0000000000
0.271000 2.7772067946 0.6310965089 0.0000000000 0.0000000000
0.272000 2.7778387431 0.6328000660 0.0000000000 0.0000000000
0.273000 2.7784723925 0.6344983179 0.0000000000 0.0000000000
0.274000 2.7791077375 0.6361912669 0.0000000000 0.0000000000
0.275000 2.7797447729 0.6378789154 0.0000000000 0.0000000000
0.276000 2.7803834932 0.6395612660 0.0000000000 0.0000000000
0.277000 2.7810238932 0.6412383214 0.0000000000 0.0000000000
0.278000 2.7816659677 0.6429100844 0.0000000000 0.0000000000
0.279000 2.7823097112 0.6445765580 0.0000000000 0.0000000000
0.280000 2.7829551186 0.6462377451 0.0000000000 0.0000000000
0.281000 2.7836021846 0.6478936491 0.0000000000 0.0000000000
0.282000 2.7842509038 0.6495442732 0.0000000000 0.0000000000
0.283000 2.7849012710 0.6511896207 0.0000000000 0.0000000000
0.284000 2.7855532809 0.6528296954 0.0000000000 0.0000000000
0.285000 2.7862069282 0.6544645007 0.0000000000 0.0000000000
0.286000 2.7868622078 0.6560940404 0.0000000000 0.0000000000
0.287000 2.7875191142 0.6577183186 0.0000000000 0.0000000000
0.288000 2.7881776423 0.6593373390 0.0000000000 0.0000000000
0.289000 2.7888377867 0.6609511060 0.0000000000 0.0000000000
0.290000 2.7894995424 0.6625596236 0.0000000000 0.0000000000
0.291000 2.7901629039 0.6641628962 0.0000000000 0.0000000000
0.292000 2.7908278660 0.6657609283 0.0000000000 0.0000000000
0.293000 2.7914944236 0.6673537243 0.0000000000 0.0000000000
0.294000 2.7921625714 0.6689412891 0.0000000000 0.0000000000
0.295000 2.7928323041 0.6705236273 0.0000000000 0.0000000000
0.296000 2.7935036165 0.6721007438 0.0000000000 0.0000000000
0.297000 2.7941765035 0.6736726436 0.0000000000 0.0000000000
0.298000 2.7948509597 0.6752393319 0.0000000000 0.0000000000
0.299000 2.7955269801 0.6768008137 0.0000000000 0.0000000000
0.300000 2.7962045593 0.6783570943 0.0000000000 0.0000000000
0.301000 2.7968836922 0.6799081793 0.0000000000 0.0000000000
0.302000 2.7975643736 0.6814540740 0.0000000000 0.0000000000
0.303000 2.7982465982 0.6829947841 0.0000000000 0.0000000000
0.304000 2.7989303611 0.6845303153 0.0000000000 0.0000000000
0.305000 2.7996156568 0.6860606734 0.0000000000 0.0000000000
0.306000 2.8003024804 0.6875858642 0.0000000000 0.0000000000
0.307000 2.8009908265 0.6891058938 0.0000000000 0.0000000000
0.308000 2.8016806901 0.6906207682 0.0000000000 0.0000000000
0.309000 2.8023720660 0.6921304936 0.0000000000 0.0000000000
0.310000 2.8030649490 0.6936350764 0.0000000000 0.0000000000
0.311000 2.8037593341 0.6951345228 0.0000000000 0.0000000000
0.312000 2.8044552160 0.6966288394 0.0000000000 0.0000000000
0.313000 2.8051525897 0.6981180327 0.0000000000 0.0000000000
